,A,B,과목영역,전공영역,학수번호,교과목명,학점,이수시기,비고
0,교양필수,대학교교양필수,,,GEB1112,크로스오버 1 : 인간의 탐색,2.0,1학년(1학기),
1,교양필수,대학교교양필수,,,GEB1114,크로스오버 3 : 사회의 탐색,2.0,1학년(2학기),
2,교양필수,대학교교양필수,,,GEB1116,프로네시스 세미나,2.0,1학년(1학기),
3,교양필수,대학교교양필수,,,GEB1126,문제해결을 위한 글쓰기,3.0,1학년(1학기),
4,교양필수,대학교교양필수,,,GEB1142,미래사회와 소프트웨어-이공계열,3.0,1학년(2학기),
5,교양필수,대학교교양필수,,,GEB1151,커리어 디자인 2,1.0,3학년(1학기),
6,교양필수,대학교교양필수,,,GEB1107,의사소통 영어,3.0,1학년(2학기),일반과목군(지정 1과목)
7,교양필수,대학교교양필수,,,GEB1108,의사소통 영어: 중급,3.0,1학년(2학기),일반과목군(지정 1과목)
8,교양필수,대학교교양필수,,,GEB1109,의사소통 영어: 고급,3.0,1학년(2학기),일반과목군(지정 1과목)
9,교양필수,학과(부)교양필수,,,,"핵심교양-1.인간,가치,공존",3.0,전체,교양교과과정참조
10,교양필수,학과(부)교양필수,,,,"핵심교양-2.역사, 사상, 문화",3.0,전체,교양교과과정참조
11,교양필수,학과(부)교양필수,,,,"핵심교양-4.사회, 제도, 세계",3.0,전체,교양교과과정참조
12,교양필수,학과(부)교양필수,,,,"핵심교양-6.수리, 정보, 기술",3.0,전체,교양교과과정참조
13,교양필수,학과(부)교양필수,,,,창의,3.0,전체,교양교과과정참조
14,교양필수,학과(부)교양필수,,,,SW�AI,3.0,전체,교양교과과정참조
15,교양필수,학과(부)교양필수,계열교양영역,,ACE1302,컴퓨터프로그래밍,3.0,1학년(2학기),
16,교양필수,학과(부)교양필수,계열교양영역,,ACE2101,공업수학 1,3.0,2학년(1학기),
17,교양필수,학과(부)교양필수,계열교양영역,,ACE2103,수치해석,3.0,2학년(2학기),
18,교양필수,학과(부)교양필수,계열교양영역,,ASE2010,응용선형대수,3.0,2학년(2학기),
19,교양필수,학과(부)교양필수,계열교양영역,,CHM1023,일반화학,3.0,1학년(1학기),
20,교양필수,학과(부)교양필수,계열교양영역,,CHM1027,일반화학실험,1.0,1학년(1학기),
21,교양필수,학과(부)교양필수,계열교양영역,,MTH1001,일반수학 1,3.0,1학년(1학기),
22,교양필수,학과(부)교양필수,계열교양영역,,MTH1002,일반수학 2,3.0,1학년(2학기),
23,교양필수,학과(부)교양필수,계열교양영역,,PHY1001,물리학 1,3.0,1학년(1학기),
24,교양필수,학과(부)교양필수,계열교양영역,,PHY1002,물리학 2,3.0,1학년(2학기),
25,교양필수,학과(부)교양필수,계열교양영역,,PHY1003,물리학실험 1,1.0,1학년(1학기),
26,교양필수,학과(부)교양필수,계열교양영역,,PHY1004,물리학실험 2,1.0,1학년(2학기),
27,전공필수,,공력,,ASE3132,저속공기역학,3.0,2학년(2학기),
28,전공필수,,공통,전공기반,ASE1010,정역학,3.0,1학년(2학기),
29,전공필수,,공통,전공핵심,ASE1020,창의적공학설계,3.0,1학년(2학기),
30,전공필수,,공통,전공기반,ASE1040,항공우주공학개론,3.0,1학년(1학기),
31,전공필수,,공통,전공기반,ASE2020,동역학,3.0,2학년(1학기),
32,전공필수,,공통,,ASE2055,열역학,3.0,2학년(1학기),
33,전공필수,,공통,,ASE3061,비행역학,3.0,3학년(2학기),
34,전공필수,,공통,,ASE3112,항공우주공학실험 1,2.0,3학년(1학기),
35,전공필수,,공통,,ASE3113,항공우주공학실험 2,2.0,3학년(2학기),
36,전공필수,,공통,,ASE2100,항공우주 다학년 프로젝트 1,1.0,2학년(1학기),전필 A(프로젝트) 또는 B(종합설계) 중 택 1(4학점)(택 4학점)
37,전공필수,,공통,,ASE2200,항공우주 다학년 프로젝트 2,1.0,2학년(2학기),전필 A(프로젝트) 또는 B(종합설계) 중 택 1(4학점)(택 4학점)
38,전공필수,,공통,,ASE3100,항공우주 다학년 프로젝트 3,1.0,3학년(1학기),전필 A(프로젝트) 또는 B(종합설계) 중 택 1(4학점)(택 4학점)
39,전공필수,,공통,,ASE3200,항공우주 다학년 프로젝트 4,1.0,3학년(2학기),전필 A(프로젝트) 또는 B(종합설계) 중 택 1(4학점)(택 4학점)
40,전공필수,,공통,,ASE4122,항공우주종합설계 1,2.0,4학년(1학기),전필 A(프로젝트) 또는 B(종합설계) 중 택 1(4학점)(택 4학점)
41,전공필수,,공통,,ASE4123,항공우주종합설계 2,2.0,4학년(2학기),전필 A(프로젝트) 또는 B(종합설계) 중 택 1(4학점)(택 4학점)
42,전공필수,,구조,전공핵심,ASE2012,구조역학,3.0,2학년(1학기),
43,전공필수,,제어,전공기반,ASE3093,자동제어,3.0,3학년(1학기),
44,전공선택,,공력,,ASE3072,고속공기역학,3.0,3학년(1학기),
45,전공선택,,공력,전공집중,ASE4011,기초전산유체역학,3.0,3학년(2학기),
46,전공선택,,공통,,ASE2091,3-D 캐드 및 프린팅,2.0,2학년(1학기),
47,전공선택,,공통,,ASE3001,수치해석 프로젝트,3.0,3학년(2학기),
48,전공선택,,공통,,ASE3031,확률 및 랜덤변수,3.0,3학년(1학기),
49,전공선택,,공통,전공핵심,ASE3080,우주비행역학,3.0,2학년(2학기),
50,전공선택,,공통,,ASE3222,항공우주 첨단재료,3.0,3학년(1학기),
51,전공선택,,공통,,ASE3223,항공정비산업 개념과 전략,3.0,4학년(2학기),
52,전공선택,,공통,전공집중,ASE4070,항공기개념설계,3.0,4학년(1학기),
53,전공선택,,공통,전공핵심,ASE4140,항공우주요소설계 1,3.0,4학년(1학기),
54,전공선택,,공통,전공핵심,ASE4150,항공우주요소설계 2,3.0,4학년(2학기),
55,전공선택,,공통,,ASE9110,R&D 인턴십 1,6.0,"4학년(1,2학기)",
56,전공선택,,공통,,ASE9120,R&D 인턴십 2,6.0,"4학년(1,2학기)",
57,전공선택,,공통,,ASE9130,R&D 인턴십 3,6.0,"4학년(1,2학기)",
58,전공선택,,공통,,ASE9140,R&D 인턴십 4,6.0,"4학년(1,2학기)",
59,전공선택,,구조,전공집중,ASE3042,구조진동론,3.0,3학년(2학기),
60,전공선택,,구조,,ASE3123,항공우주구조해석,3.0,2학년(2학기),
61,전공선택,,구조,전공집중,ASE4052,전산구조해석,3.0,4학년(1학기),
62,전공선택,,운항,전공핵심,ASE3035,공항시스템개론,3.0,3학년(1학기),
63,전공선택,,운항,전공핵심,ASE3145,항공운항관리,3.0,3학년(2학기),
64,전공선택,,제어,,ASE4124,비행동역학 및 제어,3.0,4학년(1학기),
65,전공선택,,추진,전공기반,ASE2065,추진연소 기초이론,3.0,2학년(2학기),
66,전공선택,,추진,전공핵심,ASE3014,가스터빈,3.0,3학년(2학기),
67,전공선택,,추진,전공핵심,ASE3054,로켓공학,3.0,3학년(1학기),
68,전공선택,,추진,전공핵심,ASE4064,추진기관설계,3.0,4학년(1학기),
